"glomerulus","x","y"
"DA3",33.080818,24.177687
"DA3",33.0882496135746,24.2392001549797
"DA3",33.0970109710315,24.2999075364036
"DA3",33.1070082990836,24.3598674706119
"DA3",33.1181478244436,24.4191382839448
"DA3",33.1303357738243,24.4777783027424
"DA3",33.1434783739384,24.535845853345
"DA3",33.1574818514988,24.5933992620926
"DA3",33.1722524332181,24.6504968553254
"DA3",33.1876963458091,24.7071969593837
"DA3",33.2037198159847,24.7635579006076
"DA3",33.2202290704575,24.8196380053372
"DA3",33.2371303359404,24.8754955999127
"DA3",33.254329839146,24.9311890106744
"DA3",33.2717338067873,24.9867765639623
"DA3",33.2892484655769,25.0423165861166
"DA3",33.3067800422275,25.0978674034776
"DA3",33.324234763452,25.1534873423853
"DA3",33.3415188559632,25.20923472918
"DA3",33.3585385464738,25.2651678902017
"DA3",33.3752000616965,25.3213451517908
"DA3",33.3914096283441,25.3778248402873
"DA3",33.4070734731295,25.4346652820315
"DA3",33.4220978227653,25.4919248033634
"DA3",33.4363889039643,25.5496617306233
"DA3",33.4498529434393,25.6079343901514
"DA3",33.462396167903,25.6668011082877
"DA3",33.4739248040683,25.7263202113726
"DA3",33.4843450786479,25.786550025746
"DA3",33.4935632183545,25.8475488777483
"DA3",33.501485449901,25.9093750937196
"DA3",33.508018,25.972087
"DA3",33.5150692839448,26.0476888931892
"DA3",33.5225818615689,26.1232197313618
"DA3",33.5305325312343,26.1986833814575
"DA3",33.5388980913027,26.2740837104159
"DA3",33.5476553401363,26.3494245851767
"DA3",33.5567810760968,26.4247098726797
"DA3",33.5662520975462,26.4999434398644
"DA3",33.5760452028465,26.5751291536706
"DA3",33.5861371903595,26.6502708810379
"DA3",33.5965048584472,26.725372488906
"DA3",33.6071250054715,26.8004378442147
"DA3",33.6179744297942,26.8754708139035
"DA3",33.6290299297775,26.9504752649122
"DA3",33.640268303783,27.0254550641805
"DA3",33.6516663501729,27.1004140786479
"DA3",33.6632008673089,27.1753561752543
"DA3",33.6748486535531,27.2502852209392
"DA3",33.6865865072673,27.3252050826424
"DA3",33.6983912268135,27.4001196273035
"DA3",33.7102396105535,27.4750327218623
"DA3",33.7221084568494,27.5499482332584
"DA3",33.733974564063,27.6248700284314
"DA3",33.7458147305562,27.6998019743211
"DA3",33.757605754691,27.7747479378671
"DA3",33.7693244348293,27.8497117860092
"DA3",33.780947569333,27.924697385687
"DA3",33.7924519565641,27.9997086038401
"DA3",33.8038143948844,28.0747493074083
"DA3",33.8150116826558,28.1498233633312
"DA3",33.8260206182404,28.2249346385486
"DA3",33.836818,28.300087
"DA3",33.8516062514854,28.403727884831
"DA3",33.8666062179182,28.5074517477426
"DA3",33.8818997495217,28.6112216916854
"DA3",33.8975686965191,28.71500081961
"DA3",33.9136949091336,28.8187522344668
"DA3",33.9303602375885,28.9224390392065
"DA3",33.947646532107,29.0260243367796
"DA3",33.9656356429123,29.1294712301366
"DA3",33.9844094202276,29.2327428222282
"DA3",34.0040497142761,29.3358022160048
"DA3",34.0246383752811,29.4386125144171
"DA3",34.0462572534658,29.5411368204156
"DA3",34.0689881990534,29.6433382369508
"DA3",34.0929130622671,29.7451798669732
"DA3",34.1181136933302,29.8466248134336
"DA3",34.1446719424658,29.9476361792823
"DA3",34.1726696598973,30.04817706747
"DA3",34.2021886958477,30.1482105809473
"DA3",34.2333109005404,30.2476998226646
"DA3",34.2661181241986,30.3466078955725
"DA3",34.3006922170454,30.4448979026216
"DA3",34.3371150293042,30.5425329467624
"DA3",34.375468411198,30.6394761309456
"DA3",34.4158342129502,30.7356905581216
"DA3",34.458294284784,30.831139331241
"DA3",34.5029304769226,30.9257855532543
"DA3",34.5498246395891,31.0195923271122
"DA3",34.5990586230069,31.1125227557652
"DA3",34.6507142773992,31.2045399421637
"DA3",34.7048734529892,31.2956069892585
"DA3",34.761618,31.385687
"DA3",34.8054750843543,31.4514168378705
"DA3",34.8516813345641,31.5169067643584
