root_id,supervoxel_id,glomerulus,cell_type,hemibrain_type,side,flow,super_class,cell_class,cell_sub_class,fbbt_id,source_type
720575940628673786,78183385700378089,DC3,ORN_DC3,ORN_DC3,left,afferent,sensory,olfactory,pheromone,FBbt_00067047,sensory
720575940628894970,80223460806511189,DC3,ORN_DC3,ORN_DC3,left,afferent,sensory,olfactory,pheromone,FBbt_00067047,sensory
720575940629049335,78183248194243812,DC3,ORN_DC3,ORN_DC3,left,afferent,sensory,olfactory,pheromone,FBbt_00067047,sensory
720575940629588854,78183042102876931,DC3,ORN_DC3,ORN_DC3,left,afferent,sensory,olfactory,pheromone,FBbt_00067047,sensory
720575940631638034,78112673358698749,DC3,ORN_DC3,ORN_DC3,left,afferent,sensory,olfactory,pheromone,FBbt_00067047,sensory
720575940636599182,78182973383391823,DC3,ORN_DC3,ORN_DC3,left,afferent,sensory,olfactory,pheromone,FBbt_00067047,sensory
720575940637226212,78253616938527909,DC3,ORN_DC3,ORN_DC3,left,afferent,sensory,olfactory,pheromone,FBbt_00067047,sensory
720575940639118653,80997929242082150,DC3,ORN_DC3,ORN_DC3,left,afferent,sensory,olfactory,pheromone,FBbt_00067047,sensory
720575940649433209,78253410847251832,DC3,ORN_DC3,ORN_DC3,left,afferent,sensory,olfactory,pheromone,FBbt_00067047,sensory
720575940617781383,80787097954638144,DC3,DC3_adPN,DC3_adPN,right,intrinsic,central,ALPN,uniglomerular,FBbt_00040000,projection
720575940637943374,80787029235320779,DC3,DC3_adPN,DC3_adPN,right,intrinsic,central,ALPN,uniglomerular,FBbt_00040000,projection
720575940616275174,80998547717230449,DC3,ORN_DC3,ORN_DC3,right,afferent,sensory,olfactory,pheromone,FBbt_00067047,sensory
720575940617058521,79801179755870544,DC3,ORN_DC3,ORN_DC3,right,afferent,sensory,olfactory,pheromone,FBbt_00067047,sensory
720575940622039501,81138666730185901,DC3,ORN_DC3,ORN_DC3,right,afferent,sensory,olfactory,pheromone,FBbt_00067047,sensory
720575940623122957,80928110253515258,DC3,ORN_DC3,ORN_DC3,right,afferent,sensory,olfactory,pheromone,FBbt_00067047,sensory
720575940624917031,81209379071824933,DC3,ORN_DC3,ORN_DC3,right,afferent,sensory,olfactory,pheromone,FBbt_00067047,sensory
720575940626886933,80998272839254118,DC3,ORN_DC3,ORN_DC3,right,afferent,sensory,olfactory,pheromone,FBbt_00067047,sensory
720575940627675535,80998547717218655,DC3,ORN_DC3,ORN_DC3,right,afferent,sensory,olfactory,pheromone,FBbt_00067047,sensory
720575940628184040,81139285205553340,DC3,ORN_DC3,ORN_DC3,right,afferent,sensory,olfactory,pheromone,FBbt_00067047,sensory
720575940628205417,78604979690148470,DC3,ORN_DC3,ORN_DC3,right,afferent,sensory,olfactory,pheromone,FBbt_00067047,sensory
720575940629591746,78323779591766881,DC3,ORN_DC3,ORN_DC3,right,afferent,sensory,olfactory,pheromone,FBbt_00067047,sensory
720575940631639058,80927560497713482,DC3,ORN_DC3,ORN_DC3,right,afferent,sensory,olfactory,pheromone,FBbt_00067047,sensory
720575940633213591,80998547717237243,DC3,ORN_DC3,ORN_DC3,right,afferent,sensory,olfactory,pheromone,FBbt_00067047,sensory
720575940634941887,80857397911914569,DC3,ORN_DC3,ORN_DC3,right,afferent,sensory,olfactory,pheromone,FBbt_00067047,sensory
720575940635170679,81209379071767550,DC3,ORN_DC3,ORN_DC3,right,afferent,sensory,olfactory,pheromone,FBbt_00067047,sensory
720575940638607805,81209379071785821,DC3,ORN_DC3,ORN_DC3,right,afferent,sensory,olfactory,pheromone,FBbt_00067047,sensory
720575940639517016,81138735449706484,DC3,ORN_DC3,ORN_DC3,right,afferent,sensory,olfactory,pheromone,FBbt_00067047,sensory
720575940641174747,80927904095043166,DC3,ORN_DC3,ORN_DC3,right,afferent,sensory,olfactory,pheromone,FBbt_00067047,sensory
720575940649428601,81279610377055135,DC3,ORN_DC3,ORN_DC3,right,afferent,sensory,olfactory,pheromone,FBbt_00067047,sensory
720575940613579943,77618512071865495,DC4,DC4_adPN,DC4_adPN,left,intrinsic,central,ALPN,uniglomerular,FBbt_00111211,projection
720575940629546538,78605529580708630,DC4,DC4_vPN,DC4_vPN,left,intrinsic,central,ALPN,uniglomerular,FBbt_00049771,projection
720575940633166151,78535160836427001,DC4,DC4_vPN,DC4_vPN,left,intrinsic,central,ALPN,uniglomerular,FBbt_00049771,projection
720575940607960843,77972004657489912,DC4,ORN_DC4,ORN_DC4,left,afferent,sensory,olfactory,,FBbt_00111210,sensory
720575940620133568,78042167243303731,DC4,ORN_DC4,ORN_DC4,left,afferent,sensory,olfactory,,FBbt_00111210,sensory
720575940620303732,78183729297897731,DC4,ORN_DC4,ORN_DC4,left,afferent,sensory,olfactory,,FBbt_00111210,sensory
720575940621654298,77901842071366833,DC4,ORN_DC4,ORN_DC4,left,afferent,sensory,olfactory,,FBbt_00111210,sensory
720575940625342648,77902048162805582,DC4,ORN_DC4,ORN_DC4,left,afferent,sensory,olfactory,,FBbt_00111210,sensory
720575940625657530,78182767292770096,DC4,ORN_DC4,ORN_DC4,left,afferent,sensory,olfactory,,FBbt_00111210,sensory
720575940629453116,79027192222855563,DC4,ORN_DC4,ORN_DC4,left,afferent,sensory,olfactory,,FBbt_00111210,sensory
720575940631450451,77831541979590019,DC4,ORN_DC4,ORN_DC4,left,afferent,sensory,olfactory,,FBbt_00111210,sensory
720575940631960290,78042923090113517,DC4,ORN_DC4,ORN_DC4,left,afferent,sensory,olfactory,,FBbt_00111210,sensory
720575940632192799,77831473327201828,DC4,ORN_DC4,ORN_DC4,left,afferent,sensory,olfactory,,FBbt_00111210,sensory
720575940639287667,77901773351932130,DC4,ORN_DC4,ORN_DC4,left,afferent,sensory,olfactory,,FBbt_00111210,sensory
720575940630914858,82122317790326791,DC4,DC4_adPN,DC4_adPN,right,intrinsic,central,ALPN,uniglomerular,FBbt_00111211,projection
720575940615406751,81069122821177399,DC4,DC4_vPN,DC4_vPN,right,intrinsic,central,ALPN,uniglomerular,FBbt_00049771,projection
720575940652875681,81069122821174768,DC4,DC4_vPN,DC4_vPN,right,intrinsic,central,ALPN,uniglomerular,FBbt_00049771,projection
720575940610864533,81279953974550546,DC4,ORN_DC4,ORN_DC4,right,afferent,sensory,olfactory,,FBbt_00111210,sensory
720575940614844994,81420485371744203,DC4,ORN_DC4,ORN_DC4,right,afferent,sensory,olfactory,,FBbt_00111210,sensory
720575940615146562,81279953974477333,DC4,ORN_DC4,ORN_DC4,right,afferent,sensory,olfactory,,FBbt_00111210,sensory
720575940616783361,81280160200262793,DC4,ORN_DC4,ORN_DC4,right,afferent,sensory,olfactory,,FBbt_00111210,sensory
720575940623503945,81420485371787389,DC4,ORN_DC4,ORN_DC4,right,afferent,sensory,olfactory,,FBbt_00111210,sensory
720575940624716746,81420485438900858,DC4,ORN_DC4,ORN_DC4,right,afferent,sensory,olfactory,,FBbt_00111210,sensory
720575940625583204,81279885254959484,DC4,ORN_DC4,ORN_DC4,right,afferent,sensory,olfactory,,FBbt_00111210,sensory
720575940626282298,81350253999279764,DC4,ORN_DC4,ORN_DC4,right,afferent,sensory,olfactory,,FBbt_00111210,sensory
720575940627370027,81420416652396103,DC4,ORN_DC4,ORN_DC4,right,afferent,sensory,olfactory,,FBbt_00111210,sensory
720575940631842119,81420554091146294,DC4,ORN_DC4,ORN_DC4,right,afferent,sensory,olfactory,,FBbt_00111210,sensory
720575940645686564,81420622810528627,DC4,ORN_DC4,ORN_DC4,right,afferent,sensory,olfactory,,FBbt_00111210,sensory
720575940616079035,78534748452308679,DL1,DL1_adPN,DL1_adPN,left,intrinsic,central,ALPN,uniglomerular,FBbt_00067353,projection
720575940622368792,77337105814452184,DL1,DL1_adPN,DL1_adPN,left,intrinsic,central,ALPN,uniglomerular,FBbt_00067353,projection
720575940605513417,77761173303017777,DL1,ORN_DL1,ORN_DL1,left,afferent,sensory,olfactory,,FBbt_00067013,sensory
720575940606974219,78042785651158764,DL1,ORN_DL1,ORN_DL1,left,afferent,sensory,olfactory,,FBbt_00067013,sensory
720575940608313611,77901773351702507,DL1,ORN_DL1,ORN_DL1,left,afferent,sensory,olfactory,,FBbt_00067013,sensory
720575940609884258,77901979443046977,DL1,ORN_DL1,ORN_DL1,left,afferent,sensory,olfactory,,FBbt_00067013,sensory
720575940609929426,77901910790717612,DL1,ORN_DL1,ORN_DL1,left,afferent,sensory,olfactory,,FBbt_00067013,sensory
720575940611353457,77831610766238345,DL1,ORN_DL1,ORN_DL1,left,afferent,sensory,olfactory,,FBbt_00067013,sensory
720575940614120190,77901773351915269,DL1,ORN_DL1,ORN_DL1,left,afferent,sensory,olfactory,,FBbt_00067013,sensory
720575940614993932,78042167243382771,DL1,ORN_DL1,ORN_DL1,left,afferent,sensory,olfactory,,FBbt_00067013,sensory
720575940615757362,77901704699632584,DL1,ORN_DL1,ORN_DL1,left,afferent,sensory,olfactory,,FBbt_00067013,sensory
720575940616578777,77902048162820824,DL1,ORN_DL1,ORN_DL1,left,afferent,sensory,olfactory,,FBbt_00067013,sensory
720575940616866049,78394354426877701,DL1,ORN_DL1,ORN_DL1,left,afferent,sensory,olfactory,,FBbt_00067013,sensory
720575940619373551,77901910790711227,DL1,ORN_DL1,ORN_DL1,left,afferent,sensory,olfactory,,FBbt_00067013,sensory
720575940621373680,77831542113972594,DL1,ORN_DL1,ORN_DL1,left,afferent,sensory,olfactory,,FBbt_00067013,sensory
720575940621611614,79238435826637140,DL1,ORN_DL1,ORN_DL1,left,afferent,sensory,olfactory,,FBbt_00067013,sensory
720575940621766680,77901910723906459,DL1,ORN_DL1,ORN_DL1,left,afferent,sensory,olfactory,,FBbt_00067013,sensory
720575940623013355,77901979443056873,DL1,ORN_DL1,ORN_DL1,left,afferent,sensory,olfactory,,FBbt_00067013,sensory
720575940623447188,77901842004392594,DL1,ORN_DL1,ORN_DL1,left,afferent,sensory,olfactory,,FBbt_00067013,sensory
720575940624442000,77901842004419125,DL1,ORN_DL1,ORN_DL1,left,afferent,sensory,olfactory,,FBbt_00067013,sensory
720575940625044743,77972485626574931,DL1,ORN_DL1,ORN_DL1,left,afferent,sensory,olfactory,,FBbt_00067013,sensory
720575940626064138,77901704632445016,DL1,ORN_DL1,ORN_DL1,left,afferent,sensory,olfactory,,FBbt_00067013,sensory
720575940627213736,77831610833417358,DL1,ORN_DL1,ORN_DL1,left,afferent,sensory,olfactory,,FBbt_00067013,sensory
720575940628288923,79097561033772489,DL1,ORN_DL1,ORN_DL1,left,afferent,sensory,olfactory,,FBbt_00067013,sensory
720575940631159633,78887004355483821,DL1,ORN_DL1,ORN_DL1,left,afferent,sensory,olfactory,,FBbt_00067013,sensory
720575940631625124,80012354641142610,DL1,ORN_DL1,ORN_DL1,left,afferent,sensory,olfactory,,FBbt_00067013,sensory
720575940632193055,77831610766362965,DL1,ORN_DL1,ORN_DL1,left,afferent,sensory,olfactory,,FBbt_00067013,sensory
720575940635838565,77831679485889388,DL1,ORN_DL1,ORN_DL1,left,afferent,sensory,olfactory,,FBbt_00067013,sensory
720575940638455459,77901842004382594,DL1,ORN_DL1,ORN_DL1,left,afferent,sensory,olfactory,,FBbt_00067013,sensory
720575940638881907,77971660992468349,DL1,ORN_DL1,ORN_DL1,left,afferent,sensory,olfactory,,FBbt_00067013,sensory
720575940639068112,77971661060022337,DL1,ORN_DL1,ORN_DL1,left,afferent,sensory,olfactory,,FBbt_00067013,sensory
720575940639434704,77831542046635671,DL1,ORN_DL1,ORN_DL1,left,afferent,sensory,olfactory,,FBbt_00067013,sensory
720575940643477796,77901842004465594,DL1,ORN_DL1,ORN_DL1,left,afferent,sensory,olfactory,,FBbt_00067013,sensory
720575940646088324,77761173302906797,DL1,ORN_DL1,ORN_DL1,left,afferent,sensory,olfactory,,FBbt_00067013,sensory
720575940653542817,78886935636024796,DL1,ORN_DL1,ORN_DL1,left,afferent,sensory,olfactory,,FBbt_00067013,sensory
720575940659770497,77831679485744068,DL1,ORN_DL1,ORN_DL1,left,afferent,sensory,olfactory,,FBbt_00067013,sensory
720575940623787445,78464242269365930,DL1,ORN_DL1,ORN_DL1,na,afferent,sensory,olfactory,,FBbt_00067013,sensory
720575940627042064,80857191821269694,DL1,DL1_adPN,DL1_adPN,right,intrinsic,central,ALPN,uniglomerular,FBbt_00067353,projection
720575940632167085,80927491845825492,DL1,DL1_adPN,DL1_adPN,right,intrinsic,central,ALPN,uniglomerular,FBbt_00067353,projection
720575940608227541,81420279280472512,DL1,ORN_DL1,ORN_DL1,right,afferent,sensory,olfactory,,FBbt_00067013,sensory
720575940608667460,81350047908036697,DL1,ORN_DL1,ORN_DL1,right,afferent,sensory,olfactory,,FBbt_00067013,sensory
720575940611157466,80294516677984041,DL1,ORN_DL1,ORN_DL1,right,afferent,sensory,olfactory,,FBbt_00067013,sensory
720575940614705567,81279679096474332,DL1,ORN_DL1,ORN_DL1,right,afferent,sensory,olfactory,,FBbt_00067013,sensory
720575940614831291,81420485371718997,DL1,ORN_DL1,ORN_DL1,right,afferent,sensory,olfactory,,FBbt_00067013,sensory
720575940615144821,81279610376987791,DL1,ORN_DL1,ORN_DL1,right,afferent,sensory,olfactory,,FBbt_00067013,sensory
720575940619320768,81420554091232361,DL1,ORN_DL1,ORN_DL1,right,afferent,sensory,olfactory,,FBbt_00067013,sensory
720575940619638950,81349566804422653,DL1,ORN_DL1,ORN_DL1,right,afferent,sensory,olfactory,,FBbt_00067013,sensory
720575940619761072,81350253999244325,DL1,ORN_DL1,ORN_DL1,right,afferent,sensory,olfactory,,FBbt_00067013,sensory
720575940620110830,81420554091200526,DL1,ORN_DL1,ORN_DL1,right,afferent,sensory,olfactory,,FBbt_00067013,sensory
720575940621860009,80435391605296061,DL1,ORN_DL1,ORN_DL1,right,afferent,sensory,olfactory,,FBbt_00067013,sensory
720575940622196518,81280022693890199,DL1,ORN_DL1,ORN_DL1,right,afferent,sensory,olfactory,,FBbt_00067013,sensory
720575940622204612,79942329426775055,DL1,ORN_DL1,ORN_DL1,right,afferent,sensory,olfactory,,FBbt_00067013,sensory
720575940622831541,78534542293985231,DL1,ORN_DL1,ORN_DL1,right,afferent,sensory,olfactory,,FBbt_00067013,sensory
720575940623339495,81208898035469459,DL1,ORN_DL1,ORN_DL1,right,afferent,sensory,olfactory,,FBbt_00067013,sensory
720575940625028380,81280091480607570,DL1,ORN_DL1,ORN_DL1,right,afferent,sensory,olfactory,,FBbt_00067013,sensory
720575940626879996,80927148315203935,DL1,ORN_DL1,ORN_DL1,right,afferent,sensory,olfactory,,FBbt_00067013,sensory
720575940626984274,79942329426797489,DL1,ORN_DL1,ORN_DL1,right,afferent,sensory,olfactory,,FBbt_00067013,sensory
720575940627598891,81420485371710608,DL1,ORN_DL1,ORN_DL1,right,afferent,sensory,olfactory,,FBbt_00067013,sensory
720575940628044560,81420554091202733,DL1,ORN_DL1,ORN_DL1,right,afferent,sensory,olfactory,,FBbt_00067013,sensory
720575940629253948,80787097887294566,DL1,ORN_DL1,ORN_DL1,right,afferent,sensory,olfactory,,FBbt_00067013,sensory
720575940630411339,81490991555052540,DL1,ORN_DL1,ORN_DL1,right,afferent,sensory,olfactory,,FBbt_00067013,sensory
720575940630734587,80857054449347503,DL1,ORN_DL1,ORN_DL1,right,afferent,sensory,olfactory,,FBbt_00067013,sensory
720575940631014703,80787097887295715,DL1,ORN_DL1,ORN_DL1,right,afferent,sensory,olfactory,,FBbt_00067013,sensory
720575940631041071,81420485371732189,DL1,ORN_DL1,ORN_DL1,right,afferent,sensory,olfactory,,FBbt_00067013,sensory
720575940631067715,81349635523859232,DL1,ORN_DL1,ORN_DL1,right,afferent,sensory,olfactory,,FBbt_00067013,sensory
720575940631296204,81490922835476235,DL1,ORN_DL1,ORN_DL1,right,afferent,sensory,olfactory,,FBbt_00067013,sensory
720575940633389281,81420210560628234,DL1,ORN_DL1,ORN_DL1,right,afferent,sensory,olfactory,,FBbt_00067013,sensory
720575940634574004,80927148315197981,DL1,ORN_DL1,ORN_DL1,right,afferent,sensory,olfactory,,FBbt_00067013,sensory
720575940634771892,78675211062790946,DL1,ORN_DL1,ORN_DL1,right,afferent,sensory,olfactory,,FBbt_00067013,sensory
720575940635277998,81420554091168056,DL1,ORN_DL1,ORN_DL1,right,afferent,sensory,olfactory,,FBbt_00067013,sensory
720575940638069875,81279335633895898,DL1,ORN_DL1,ORN_DL1,right,afferent,sensory,olfactory,,FBbt_00067013,sensory
720575940638487384,81349979188556552,DL1,ORN_DL1,ORN_DL1,right,afferent,sensory,olfactory,,FBbt_00067013,sensory
720575940649394553,81490854115980259,DL1,ORN_DL1,ORN_DL1,right,afferent,sensory,olfactory,,FBbt_00067013,sensory
720575940605421442,78323642220035336,DL2d,DL2d_adPN,DL2d_adPN,left,intrinsic,central,ALPN,uniglomerular,FBbt_00100389,projection
720575940620103590,78323710939434624,DL2d,DL2d_adPN,DL2d_adPN,left,intrinsic,central,ALPN,uniglomerular,FBbt_00100389,projection
720575940628316047,78394079683584602,DL2d,DL2d_adPN,DL2d_adPN,left,intrinsic,central,ALPN,uniglomerular,FBbt_00100389,projection
720575940630928715,79027123436000833,DL2d,DL2d_adPN,DL2d_adPN,left,intrinsic,central,ALPN,uniglomerular,FBbt_00100389,projection
720575940642046453,78253342195247781,DL2d,DL2d_adPN,DL2d_adPN,left,intrinsic,central,ALPN,uniglomerular,FBbt_00100389,projection
720575940613706866,78535092116836298,DL2d,DL2d_vPN,DL2d_vPN,left,intrinsic,central,ALPN,uniglomerular,FBbt_00049768,projection
720575940623922869,78675898324944606,DL2d,DL2d_vPN,DL2d_vPN,left,intrinsic,central,ALPN,uniglomerular,FBbt_00049768,projection
720575940612096370,77902048162721702,DL2d,ORN_DL2d,ORN_DL2d,left,afferent,sensory,olfactory,,FBbt_00110016,sensory
720575940615629173,79097698473105118,DL2d,ORN_DL2d,ORN_DL2d,left,afferent,sensory,olfactory,,FBbt_00110016,sensory
720575940623090412,77901910723855187,DL2d,ORN_DL2d,ORN_DL2d,left,afferent,sensory,olfactory,,FBbt_00110016,sensory
720575940625709720,77901910723828816,DL2d,ORN_DL2d,ORN_DL2d,left,afferent,sensory,olfactory,,FBbt_00110016,sensory
720575940628202089,77901910723811687,DL2d,ORN_DL2d,ORN_DL2d,left,afferent,sensory,olfactory,,FBbt_00110016,sensory
720575940628961644,77902048162587787,DL2d,ORN_DL2d,ORN_DL2d,left,afferent,sensory,olfactory,,FBbt_00110016,sensory
720575940629343799,77831473327359222,DL2d,ORN_DL2d,ORN_DL2d,left,afferent,sensory,olfactory,,FBbt_00110016,sensory
720575940609903077,80927491912508368,DL2d,DL2d_adPN,DL2d_adPN,right,intrinsic,central,ALPN,uniglomerular,FBbt_00100389,projection
720575940613655483,79941917110158553,DL2d,DL2d_adPN,DL2d_adPN,right,intrinsic,central,ALPN,uniglomerular,FBbt_00100389,projection
720575940621123113,80927560632173525,DL2d,DL2d_adPN,DL2d_adPN,right,intrinsic,central,ALPN,uniglomerular,FBbt_00100389,projection
720575940624941244,81068229334326487,DL2d,DL2d_adPN,DL2d_adPN,right,intrinsic,central,ALPN,uniglomerular,FBbt_00100389,projection
720575940630217086,81068229400807813,DL2d,DL2d_adPN,DL2d_adPN,right,intrinsic,central,ALPN,uniglomerular,FBbt_00100389,projection
720575940609496585,81069122821176263,DL2d,DL2d_vPN,DL2d_vPN,right,intrinsic,central,ALPN,uniglomerular,FBbt_00049768,projection
720575940629451833,81069054101699809,DL2d,DL2d_vPN,DL2d_vPN,right,intrinsic,central,ALPN,uniglomerular,FBbt_00049768,projection
720575940611762329,81350253999281678,DL2d,ORN_DL2d,ORN_DL2d,right,afferent,sensory,olfactory,,FBbt_00110016,sensory
720575940615398075,81350254066289356,DL2d,ORN_DL2d,ORN_DL2d,right,afferent,sensory,olfactory,,FBbt_00110016,sensory
720575940623607527,81420485371747222,DL2d,ORN_DL2d,ORN_DL2d,right,afferent,sensory,olfactory,,FBbt_00110016,sensory
720575940626769304,81139353924942185,DL2d,ORN_DL2d,ORN_DL2d,right,afferent,sensory,olfactory,,FBbt_00110016,sensory
720575940628690423,81209722669145396,DL2d,ORN_DL2d,ORN_DL2d,right,afferent,sensory,olfactory,,FBbt_00110016,sensory
720575940632625837,81420554091128594,DL2d,ORN_DL2d,ORN_DL2d,right,afferent,sensory,olfactory,,FBbt_00110016,sensory
720575940638116723,81350254066151559,DL2d,ORN_DL2d,ORN_DL2d,right,afferent,sensory,olfactory,,FBbt_00110016,sensory
720575940611022515,78464517147407685,DL2v,DL2v_adPN,DL2v_adPN,left,intrinsic,central,ALPN,uniglomerular,FBbt_00100388,projection
720575940620467438,78605254702295340,DL2v,DL2v_adPN,DL2v_adPN,left,intrinsic,central,ALPN,uniglomerular,FBbt_00100388,projection
720575940627772009,78394079683626837,DL2v,DL2v_adPN,DL2v_adPN,left,intrinsic,central,ALPN,uniglomerular,FBbt_00100388,projection
720575940628181520,78464517213828200,DL2v,DL2v_adPN,DL2v_adPN,left,intrinsic,central,ALPN,uniglomerular,FBbt_00100388,projection
720575940616923905,77831542046522981,DL2v,ORN_DL2v,ORN_DL2v,left,afferent,sensory,olfactory,,FBbt_00051495,sensory
720575940619385583,78042991876376914,DL2v,ORN_DL2v,ORN_DL2v,left,afferent,sensory,olfactory,,FBbt_00051495,sensory
720575940620148059,77901910723877476,DL2v,ORN_DL2v,ORN_DL2v,left,afferent,sensory,olfactory,,FBbt_00051495,sensory
720575940620421153,77901979443104423,DL2v,ORN_DL2v,ORN_DL2v,left,afferent,sensory,olfactory,,FBbt_00051495,sensory
720575940622977799,77831542046477927,DL2v,ORN_DL2v,ORN_DL2v,left,afferent,sensory,olfactory,,FBbt_00051495,sensory
720575940628660224,77902048162555457,DL2v,ORN_DL2v,ORN_DL2v,left,afferent,sensory,olfactory,,FBbt_00051495,sensory
720575940629567473,78042716931421773,DL2v,ORN_DL2v,ORN_DL2v,left,afferent,sensory,olfactory,,FBbt_00051495,sensory
720575940659164545,78534679799737280,DL2v,ORN_DL2v,ORN_DL2v,left,afferent,sensory,olfactory,,FBbt_00051495,sensory
720575940614714178,80927560632051810,DL2v,DL2v_adPN,DL2v_adPN,right,intrinsic,central,ALPN,uniglomerular,FBbt_00100388,projection
720575940619531373,80785380370626954,DL2v,DL2v_adPN,DL2v_adPN,right,intrinsic,central,ALPN,uniglomerular,FBbt_00100388,projection
720575940631161570,79941848390608639,DL2v,DL2v_adPN,DL2v_adPN,right,intrinsic,central,ALPN,uniglomerular,FBbt_00100388,projection
720575940637864355,80857191888013362,DL2v,DL2v_adPN,DL2v_adPN,right,intrinsic,central,ALPN,uniglomerular,FBbt_00100388,projection
720575940610464195,81279953974473615,DL2v,ORN_DL2v,ORN_DL2v,right,afferent,sensory,olfactory,,FBbt_00051495,sensory
720575940612455917,81279953974418694,DL2v,ORN_DL2v,ORN_DL2v,right,afferent,sensory,olfactory,,FBbt_00051495,sensory
720575940613798195,81139422644502629,DL2v,ORN_DL2v,ORN_DL2v,right,afferent,sensory,olfactory,,FBbt_00051495,sensory
720575940618912427,81139285205526815,DL2v,ORN_DL2v,ORN_DL2v,right,afferent,sensory,olfactory,,FBbt_00051495,sensory
720575940620392374,81350185346880248,DL2v,ORN_DL2v,ORN_DL2v,right,afferent,sensory,olfactory,,FBbt_00051495,sensory
720575940624739728,81490922835386622,DL2v,ORN_DL2v,ORN_DL2v,right,afferent,sensory,olfactory,,FBbt_00051495,sensory
720575940632014284,81420760249709471,DL2v,ORN_DL2v,ORN_DL2v,right,afferent,sensory,olfactory,,FBbt_00051495,sensory
720575940632091951,81350185346874142,DL2v,ORN_DL2v,ORN_DL2v,right,afferent,sensory,olfactory,,FBbt_00051495,sensory
720575940634013869,81279953974537405,DL2v,ORN_DL2v,ORN_DL2v,right,afferent,sensory,olfactory,,FBbt_00051495,sensory
720575940638511267,81350322718593163,DL2v,ORN_DL2v,ORN_DL2v,right,afferent,sensory,olfactory,,FBbt_00051495,sensory
720575940619807397,78394148402932996,DL3,DL3_lPN,DL3_lPN,left,intrinsic,central,ALPN,uniglomerular,FBbt_00067364,projection
720575940620638335,77549654753127410,DL3,DL3_lPN,DL3_lPN,left,intrinsic,central,ALPN,uniglomerular,FBbt_00067364,projection
720575940621926669,78323848378241884,DL3,DL3_lPN,DL3_lPN,left,intrinsic,central,ALPN,uniglomerular,FBbt_00067364,projection
720575940627353426,78253479634060239,DL3,DL3_lPN,DL3_lPN,left,intrinsic,central,ALPN,uniglomerular,FBbt_00067364,projection
720575940630778428,78394148402905456,DL3,DL3_lPN,DL3_lPN,left,intrinsic,central,ALPN,uniglomerular,FBbt_00067364,projection
720575940608277771,78253273408124205,DL3,ORN_DL3,ORN_DL3,left,afferent,sensory,olfactory,pheromone,FBbt_00067011,sensory
720575940608615363,81208760596728454,DL3,ORN_DL3,ORN_DL3,left,afferent,sensory,olfactory,pheromone,FBbt_00067011,sensory
720575940609867310,81279198060358316,DL3,ORN_DL3,ORN_DL3,left,afferent,sensory,olfactory,pheromone,FBbt_00067011,sensory
720575940613403390,78112673358758898,DL3,ORN_DL3,ORN_DL3,left,afferent,sensory,olfactory,pheromone,FBbt_00067011,sensory
720575940615093398,78183042102879227,DL3,ORN_DL3,ORN_DL3,left,afferent,sensory,olfactory,pheromone,FBbt_00067011,sensory
720575940619304212,78323848310719483,DL3,ORN_DL3,ORN_DL3,left,afferent,sensory,olfactory,pheromone,FBbt_00067011,sensory
720575940619367083,78253273408115478,DL3,ORN_DL3,ORN_DL3,left,afferent,sensory,olfactory,pheromone,FBbt_00067011,sensory
720575940619558235,77831267101476555,DL3,ORN_DL3,ORN_DL3,left,afferent,sensory,olfactory,pheromone,FBbt_00067011,sensory
720575940619973211,78182904663941964,DL3,ORN_DL3,ORN_DL3,left,afferent,sensory,olfactory,pheromone,FBbt_00067011,sensory
720575940620255092,78253273408165244,DL3,ORN_DL3,ORN_DL3,left,afferent,sensory,olfactory,pheromone,FBbt_00067011,sensory
720575940621082138,78816154642201196,DL3,ORN_DL3,ORN_DL3,left,afferent,sensory,olfactory,pheromone,FBbt_00067011,sensory
720575940621399462,78253067249923602,DL3,ORN_DL3,ORN_DL3,left,afferent,sensory,olfactory,pheromone,FBbt_00067011,sensory
720575940621914392,77901635913002376,DL3,ORN_DL3,ORN_DL3,left,afferent,sensory,olfactory,pheromone,FBbt_00067011,sensory
720575940623071270,77831335821100641,DL3,ORN_DL3,ORN_DL3,left,afferent,sensory,olfactory,pheromone,FBbt_00067011,sensory
720575940624694078,77901773284693770,DL3,ORN_DL3,ORN_DL3,left,afferent,sensory,olfactory,pheromone,FBbt_00067011,sensory
720575940625176250,77971660992461880,DL3,ORN_DL3,ORN_DL3,left,afferent,sensory,olfactory,pheromone,FBbt_00067011,sensory
720575940625420290,78464723170988808,DL3,ORN_DL3,ORN_DL3,left,afferent,sensory,olfactory,pheromone,FBbt_00067011,sensory
720575940626162707,78253342127677126,DL3,ORN_DL3,ORN_DL3,left,afferent,sensory,olfactory,pheromone,FBbt_00067011,sensory
720575940626279557,77831267101468738,DL3,ORN_DL3,ORN_DL3,left,afferent,sensory,olfactory,pheromone,FBbt_00067011,sensory
720575940626501458,78253204688963757,DL3,ORN_DL3,ORN_DL3,left,afferent,sensory,olfactory,pheromone,FBbt_00067011,sensory
720575940626996632,77901635913007322,DL3,ORN_DL3,ORN_DL3,left,afferent,sensory,olfactory,pheromone,FBbt_00067011,sensory
720575940627159704,78041961084319939,DL3,ORN_DL3,ORN_DL3,left,afferent,sensory,olfactory,pheromone,FBbt_00067011,sensory
720575940627820035,78253342127676099,DL3,ORN_DL3,ORN_DL3,left,afferent,sensory,olfactory,pheromone,FBbt_00067011,sensory
