root_id,supervoxel_id,glomerulus,cell_type,hemibrain_type,side,flow,super_class,cell_class,cell_sub_class,fbbt_id,source_type
720575940615923131,79519636059768307,DA2,ORN_DA2,ORN_DA2,right,afferent,sensory,olfactory,,FBbt_00067063,sensory
720575940616095318,78816223361602423,DA2,ORN_DA2,ORN_DA2,right,afferent,sensory,olfactory,,FBbt_00067063,sensory
720575940616536209,80787097887234013,DA2,ORN_DA2,ORN_DA2,right,afferent,sensory,olfactory,,FBbt_00067063,sensory
720575940622553420,80716522984687507,DA2,ORN_DA2,ORN_DA2,right,afferent,sensory,olfactory,,FBbt_00067063,sensory
720575940622713578,79097423527538512,DA2,ORN_DA2,ORN_DA2,right,afferent,sensory,olfactory,,FBbt_00067063,sensory
720575940624211470,80857397911914705,DA2,ORN_DA2,ORN_DA2,right,afferent,sensory,olfactory,,FBbt_00067063,sensory
720575940627805096,80998410278158666,DA2,ORN_DA2,ORN_DA2,right,afferent,sensory,olfactory,,FBbt_00067063,sensory
720575940628380827,80716454265181866,DA2,ORN_DA2,ORN_DA2,right,afferent,sensory,olfactory,,FBbt_00067063,sensory
720575940630257772,80927972814523169,DA2,ORN_DA2,ORN_DA2,right,afferent,sensory,olfactory,,FBbt_00067063,sensory
720575940631467591,80857397911920924,DA2,ORN_DA2,ORN_DA2,right,afferent,sensory,olfactory,,FBbt_00067063,sensory
720575940633031085,80857397911930572,DA2,ORN_DA2,ORN_DA2,right,afferent,sensory,olfactory,,FBbt_00067063,sensory
720575940634614367,80857397911924627,DA2,ORN_DA2,ORN_DA2,right,afferent,sensory,olfactory,,FBbt_00067063,sensory
720575940635705963,80857466631450647,DA2,ORN_DA2,ORN_DA2,right,afferent,sensory,olfactory,,FBbt_00067063,sensory
720575940637704676,80927491778229340,DA2,ORN_DA2,ORN_DA2,right,afferent,sensory,olfactory,,FBbt_00067063,sensory
720575940639931893,80927766656104237,DA2,ORN_DA2,ORN_DA2,right,afferent,sensory,olfactory,,FBbt_00067063,sensory
720575940644590116,80998341558673671,DA2,ORN_DA2,ORN_DA2,right,afferent,sensory,olfactory,,FBbt_00067063,sensory
720575940659222657,80787029167784016,DA2,ORN_DA2,ORN_DA2,right,afferent,sensory,olfactory,,FBbt_00067063,sensory
720575940625924618,77407474558478990,DA3,DA3_adPN,DA3_adPN,left,intrinsic,central,ALPN,uniglomerular,FBbt_00100384,projection
720575940659400577,78745992123918993,DA3,DA3_adPN,DA3_adPN,left,intrinsic,central,ALPN,uniglomerular,FBbt_00100384,projection
720575940610384226,78253479499430222,DA3,ORN_DA3,ORN_DA3,left,afferent,sensory,olfactory,,FBbt_00067033,sensory
720575940611559653,78183042102889925,DA3,ORN_DA3,ORN_DA3,left,afferent,sensory,olfactory,,FBbt_00067033,sensory
720575940619029589,80786479412185810,DA3,ORN_DA3,ORN_DA3,left,afferent,sensory,olfactory,,FBbt_00067033,sensory
720575940621003102,78393873457648729,DA3,ORN_DA3,ORN_DA3,left,afferent,sensory,olfactory,,FBbt_00067033,sensory
720575940621265249,78183042102902352,DA3,ORN_DA3,ORN_DA3,left,afferent,sensory,olfactory,,FBbt_00067033,sensory
720575940622098019,78182973383455641,DA3,ORN_DA3,ORN_DA3,left,afferent,sensory,olfactory,,FBbt_00067033,sensory
720575940625460784,78183042102886166,DA3,ORN_DA3,ORN_DA3,left,afferent,sensory,olfactory,,FBbt_00067033,sensory
720575940626399550,78253204688698597,DA3,ORN_DA3,ORN_DA3,left,afferent,sensory,olfactory,,FBbt_00067033,sensory
720575940626859797,78112535919732346,DA3,ORN_DA3,ORN_DA3,left,afferent,sensory,olfactory,,FBbt_00067033,sensory
720575940627185896,79378829785314271,DA3,ORN_DA3,ORN_DA3,left,afferent,sensory,olfactory,,FBbt_00067033,sensory
720575940631315503,78112673358693634,DA3,ORN_DA3,ORN_DA3,left,afferent,sensory,olfactory,,FBbt_00067033,sensory
720575940632297263,78182904663940789,DA3,ORN_DA3,ORN_DA3,left,afferent,sensory,olfactory,,FBbt_00067033,sensory
720575940634775476,79871479713965787,DA3,ORN_DA3,ORN_DA3,left,afferent,sensory,olfactory,,FBbt_00067033,sensory
720575940639028312,78041961017152605,DA3,ORN_DA3,ORN_DA3,left,afferent,sensory,olfactory,,FBbt_00067033,sensory
720575940630155083,82192274083575686,DA3,DA3_adPN,DA3_adPN,right,intrinsic,central,ALPN,uniglomerular,FBbt_00100384,projection
720575940649133945,80716523118796119,DA3,DA3_adPN,DA3_adPN,right,intrinsic,central,ALPN,uniglomerular,FBbt_00100384,projection
720575940603828704,81139147766647317,DA3,ORN_DA3,ORN_DA3,right,afferent,sensory,olfactory,,FBbt_00067033,sensory
720575940611127650,81209516510808385,DA3,ORN_DA3,ORN_DA3,right,afferent,sensory,olfactory,,FBbt_00067033,sensory
720575940612417905,81350047840686404,DA3,ORN_DA3,ORN_DA3,right,afferent,sensory,olfactory,,FBbt_00067033,sensory
720575940619976686,81209379071806773,DA3,ORN_DA3,ORN_DA3,right,afferent,sensory,olfactory,,FBbt_00067033,sensory
720575940621165951,81279679096492788,DA3,ORN_DA3,ORN_DA3,right,afferent,sensory,olfactory,,FBbt_00067033,sensory
720575940621209513,81209791388668021,DA3,ORN_DA3,ORN_DA3,right,afferent,sensory,olfactory,,FBbt_00067033,sensory
720575940622565514,81139147766647337,DA3,ORN_DA3,ORN_DA3,right,afferent,sensory,olfactory,,FBbt_00067033,sensory
720575940623031223,81209379071757038,DA3,ORN_DA3,ORN_DA3,right,afferent,sensory,olfactory,,FBbt_00067033,sensory
720575940624163854,81209516510713024,DA3,ORN_DA3,ORN_DA3,right,afferent,sensory,olfactory,,FBbt_00067033,sensory
720575940625187390,81139147766644297,DA3,ORN_DA3,ORN_DA3,right,afferent,sensory,olfactory,,FBbt_00067033,sensory
720575940626873488,81209379071777040,DA3,ORN_DA3,ORN_DA3,right,afferent,sensory,olfactory,,FBbt_00067033,sensory
720575940626974266,79590004803923622,DA3,ORN_DA3,ORN_DA3,right,afferent,sensory,olfactory,,FBbt_00067033,sensory
720575940628683002,81068091827818130,DA3,ORN_DA3,ORN_DA3,right,afferent,sensory,olfactory,,FBbt_00067033,sensory
720575940629782748,81279747816000780,DA3,ORN_DA3,ORN_DA3,right,afferent,sensory,olfactory,,FBbt_00067033,sensory
720575940630246778,81279747815986738,DA3,ORN_DA3,ORN_DA3,right,afferent,sensory,olfactory,,FBbt_00067033,sensory
720575940631314479,80434567038891377,DA3,ORN_DA3,ORN_DA3,right,afferent,sensory,olfactory,,FBbt_00067033,sensory
720575940608970197,77196437112374594,DA4l,DA4l_adPN,DA4l_adPN,left,intrinsic,central,ALPN,uniglomerular,FBbt_00100367,projection
720575940614653290,78253479499445524,DA4l,ORN_DA4l,ORN_DA4l,left,afferent,sensory,olfactory,,FBbt_00067048,sensory
720575940615490502,80293829550637598,DA4l,ORN_DA4l,ORN_DA4l,left,afferent,sensory,olfactory,,FBbt_00067048,sensory
720575940615794619,80012354641000383,DA4l,ORN_DA4l,ORN_DA4l,left,afferent,sensory,olfactory,,FBbt_00067048,sensory
720575940617087325,78464585732037921,DA4l,ORN_DA4l,ORN_DA4l,left,afferent,sensory,olfactory,,FBbt_00067048,sensory
720575940617313510,80786823009351679,DA4l,ORN_DA4l,ORN_DA4l,left,afferent,sensory,olfactory,,FBbt_00067048,sensory
720575940617616345,78534817037235195,DA4l,ORN_DA4l,ORN_DA4l,left,afferent,sensory,olfactory,,FBbt_00067048,sensory
720575940620957168,78323917030172500,DA4l,ORN_DA4l,ORN_DA4l,left,afferent,sensory,olfactory,,FBbt_00067048,sensory
720575940623359466,80364198294883292,DA4l,ORN_DA4l,ORN_DA4l,left,afferent,sensory,olfactory,,FBbt_00067048,sensory
720575940624669966,78323848243749419,DA4l,ORN_DA4l,ORN_DA4l,left,afferent,sensory,olfactory,,FBbt_00067048,sensory
720575940626942995,80505141874371384,DA4l,ORN_DA4l,ORN_DA4l,left,afferent,sensory,olfactory,,FBbt_00067048,sensory
720575940627226761,79941985896920571,DA4l,ORN_DA4l,ORN_DA4l,left,afferent,sensory,olfactory,,FBbt_00067048,sensory
720575940628517675,78464310921199014,DA4l,ORN_DA4l,ORN_DA4l,left,afferent,sensory,olfactory,,FBbt_00067048,sensory
720575940629346715,80786754289844060,DA4l,ORN_DA4l,ORN_DA4l,left,afferent,sensory,olfactory,,FBbt_00067048,sensory
720575940633033133,80646016801598500,DA4l,ORN_DA4l,ORN_DA4l,left,afferent,sensory,olfactory,,FBbt_00067048,sensory
720575940634399071,78323779524201990,DA4l,ORN_DA4l,ORN_DA4l,left,afferent,sensory,olfactory,,FBbt_00067048,sensory
720575940637254628,78534817037225627,DA4l,ORN_DA4l,ORN_DA4l,left,afferent,sensory,olfactory,,FBbt_00067048,sensory
720575940638203364,78534954543347141,DA4l,ORN_DA4l,ORN_DA4l,left,afferent,sensory,olfactory,,FBbt_00067048,sensory
720575940638542426,78183385633282378,DA4l,ORN_DA4l,ORN_DA4l,left,afferent,sensory,olfactory,,FBbt_00067048,sensory
720575940650003577,78323985682705041,DA4l,ORN_DA4l,ORN_DA4l,left,afferent,sensory,olfactory,,FBbt_00067048,sensory
720575940619388062,79941985897065088,DA4l,ORN_DA4l,ORN_DA4l,na,afferent,sensory,olfactory,,FBbt_00067048,sensory
720575940640595840,78886454666977377,DA4l,ORN_DA4l,ORN_DA4l,na,afferent,sensory,olfactory,,FBbt_00067048,sensory
720575940646039075,78886385947602305,DA4l,ORN_DA4l,ORN_DA4l,na,afferent,sensory,olfactory,,FBbt_00067048,sensory
720575940649045369,82052017832429733,DA4l,DA4l_adPN,DA4l_adPN,right,intrinsic,central,ALPN,uniglomerular,FBbt_00100367,projection
720575940605579110,80927835375592202,DA4l,ORN_DA4l,ORN_DA4l,right,afferent,sensory,olfactory,,FBbt_00067048,sensory
720575940611300594,80786823009306607,DA4l,ORN_DA4l,ORN_DA4l,right,afferent,sensory,olfactory,,FBbt_00067048,sensory
720575940615558598,80998272839236546,DA4l,ORN_DA4l,ORN_DA4l,right,afferent,sensory,olfactory,,FBbt_00067048,sensory
720575940619269534,80645948082051167,DA4l,ORN_DA4l,ORN_DA4l,right,afferent,sensory,olfactory,,FBbt_00067048,sensory
720575940623031559,80082654665583345,DA4l,ORN_DA4l,ORN_DA4l,right,afferent,sensory,olfactory,,FBbt_00067048,sensory
720575940625362020,79378898571414278,DA4l,ORN_DA4l,ORN_DA4l,right,afferent,sensory,olfactory,,FBbt_00067048,sensory
720575940625462064,80927835375575624,DA4l,ORN_DA4l,ORN_DA4l,right,afferent,sensory,olfactory,,FBbt_00067048,sensory
720575940626457290,81209722669192085,DA4l,ORN_DA4l,ORN_DA4l,right,afferent,sensory,olfactory,,FBbt_00067048,sensory
720575940626619411,79519704779303067,DA4l,ORN_DA4l,ORN_DA4l,right,afferent,sensory,olfactory,,FBbt_00067048,sensory
720575940626996252,80786754289848394,DA4l,ORN_DA4l,ORN_DA4l,right,afferent,sensory,olfactory,,FBbt_00067048,sensory
720575940627208196,81209653949773277,DA4l,ORN_DA4l,ORN_DA4l,right,afferent,sensory,olfactory,,FBbt_00067048,sensory
720575940627455400,81139285205535998,DA4l,ORN_DA4l,ORN_DA4l,right,afferent,sensory,olfactory,,FBbt_00067048,sensory
720575940629020176,81279610376992206,DA4l,ORN_DA4l,ORN_DA4l,right,afferent,sensory,olfactory,,FBbt_00067048,sensory
720575940629673692,81068160547149242,DA4l,ORN_DA4l,ORN_DA4l,right,afferent,sensory,olfactory,,FBbt_00067048,sensory
720575940629832252,79801179689412190,DA4l,ORN_DA4l,ORN_DA4l,right,afferent,sensory,olfactory,,FBbt_00067048,sensory
720575940633557986,80927629217218681,DA4l,ORN_DA4l,ORN_DA4l,right,afferent,sensory,olfactory,,FBbt_00067048,sensory
720575940641776373,80997929241890227,DA4l,ORN_DA4l,ORN_DA4l,right,afferent,sensory,olfactory,,FBbt_00067048,sensory
720575940645612579,80997997961306951,DA4l,ORN_DA4l,ORN_DA4l,right,afferent,sensory,olfactory,,FBbt_00067048,sensory
720575940631930828,78464998250290724,DA4m,DA4m_adPN,DA4m_adPN,left,intrinsic,central,ALPN,uniglomerular,FBbt_00047714,projection
720575940613127343,78534885756731556,DA4m,ORN_DA4m,ORN_DA4m,left,afferent,sensory,olfactory,,FBbt_00067001,sensory
